file,shots,input,counts
qpe_8,1024,'00000000x',"{'11000001': 4, '10100011': 5, '11000000': 4, '00100010': 4, '11100111': 5, '00011000': 5, '10010011': 4, '01011111': 11, '01000110': 5, '01100011': 7, '00000011': 3, '10000110': 7, '10101111': 6, '11010011': 7, '11110010': 4, '01110010': 7, '00001011': 4, '00010000': 4, '10111111': 3, '00100110': 7, '01101100': 5, '00011001': 4, '00100100': 3, '10000111': 6, '11000101': 3, '00011111': 6, '10111110': 6, '01010010': 4, '11001101': 5, '11101101': 6, '01101010': 10, '01001100': 4, '00000100': 4, '10110011': 5, '01110101': 4, '10001001': 10, '01111101': 3, '00110110': 3, '10011011': 7, '01111110': 9, '01100010': 5, '10101010': 3, '01101111': 3, '00010111': 5, '00010011': 4, '11010010': 6, '01111010': 3, '01110001': 6, '11111110': 4, '10011000': 5, '10011110': 3, '11011100': 7, '01111001': 6, '01001111': 4, '10000101': 7, '01011101': 3, '11000011': 4, '01001110': 4, '10111010': 5, '10100110': 6, '11010000': 4, '11001001': 5, '11001011': 9, '01100111': 6, '11101111': 4, '01011001': 5, '10111100': 7, '01011010': 3, '00100011': 4, '10011111': 5, '10010111': 2, '10011100': 6, '00001111': 3, '01100101': 4, '11101110': 3, '10111101': 4, '00111010': 4, '00111100': 4, '11100011': 4, '01111000': 3, '00011100': 3, '10110001': 4, '00100000': 7, '10111000': 3, '10011010': 4, '01011011': 7, '11000100': 3, '11111111': 3, '11010101': 4, '10101000': 8, '11100010': 3, '01010011': 5, '01001011': 2, '00101001': 8, '11011010': 4, '01111100': 4, '01001010': 3, '11010001': 6, '01101101': 7, '00010100': 5, '11100000': 2, '11001010': 8, '00000110': 3, '00010001': 4, '00110100': 2, '10100001': 6, '01010101': 6, '10110100': 5, '01010110': 6, '01100110': 2, '10000100': 3, '10101011': 3, '10000000': 4, '00110000': 4, '10001101': 4, '00111011': 5, '01101110': 4, '00110111': 6, '10011001': 3, '11111101': 4, '01100001': 4, '01111011': 4, '01110011': 7, '01001001': 4, '10100100': 9, '10000010': 3, '00110011': 5, '00000000': 2, '01000101': 5, '00101101': 6, '11100110': 4, '11001100': 3, '01101000': 1, '10101100': 2, '11110111': 6, '10010010': 8, '00011010': 6, '11101001': 3, '01110100': 7, '00110001': 7, '00111101': 6, '11100001': 3, '00110101': 7, '00101100': 6, '00101000': 2, '11110011': 2, '01100100': 5, '00100001': 1, '00110010': 6, '11011000': 5, '11000110': 4, '11101000': 5, '11011101': 2, '01101001': 5, '10100000': 3, '11101100': 5, '10111001': 3, '01001000': 2, '00101110': 6, '00111111': 2, '01011100': 3, '00100111': 8, '10001100': 2, '10110000': 2, '00010010': 3, '00001110': 4, '10010110': 6, '11111001': 3, '00101011': 2, '11101011': 6, '11000111': 2, '11110001': 5, '11111011': 2, '00011011': 8, '11010100': 2, '01110110': 6, '11111000': 4, '00000111': 3, '11110100': 2, '10101001': 3, '00101010': 3, '00111110': 2, '10011101': 4, '00001101': 8, '11010110': 2, '10010101': 4, '11011011': 2, '00001000': 2, '10001111': 6, '10001010': 5, '00011101': 6, '00000101': 2, '11010111': 3, '10010001': 2, '11001110': 3, '11011110': 3, '10111011': 1, '10110010': 3, '10010100': 6, '10100010': 3, '00011110': 1, '01000010': 6, '01111111': 4, '10101101': 3, '11110000': 3, '01001101': 3, '00010101': 3, '01011110': 1, '01000111': 2, '01010000': 2, '10010000': 2, '11100100': 4, '10110111': 3, '10110110': 3, '11001000': 2, '10100111': 3, '01110111': 5, '01010111': 1, '00101111': 4, '10101110': 1, '00111001': 2, '10100101': 5, '11000010': 3, '10110101': 2, '01101011': 2, '00000010': 1, '00111000': 2, '01010100': 4, '01100000': 2, '10001000': 1, '10001011': 3, '01011000': 2, '10000001': 2, '01000011': 3, '11101010': 1, '01000000': 1, '01010001': 4, '11111010': 3, '00001010': 3, '11111100': 3, '00100101': 2, '00001001': 3, '11110101': 2, '00001100': 3, '11110110': 1, '11001111': 2, '11100101': 3, '10000011': 2, '00000001': 1, '01000100': 3, '01110000': 1, '00010110': 1, '11011001': 1}"
qpe_8,1024,'00000001x',"{'11000001': 4, '10100011': 5, '11000000': 4, '00100010': 4, '11100111': 5, '00011000': 5, '10010011': 4, '01011111': 11, '01000110': 5, '01100011': 7, '00000011': 3, '10000110': 7, '10101111': 6, '11010011': 7, '11110010': 4, '01110010': 7, '00001011': 4, '00010000': 4, '10111111': 3, '00100110': 7, '01101100': 5, '00011001': 4, '00100100': 3, '10000111': 6, '11000101': 3, '00011111': 6, '10111110': 6, '01010010': 4, '11001101': 5, '11101101': 6, '01101010': 10, '01001100': 4, '00000100': 4, '10110011': 5, '01110101': 4, '10001001': 10, '01111101': 3, '00110110': 3, '10011011': 7, '01111110': 9, '01100010': 5, '10101010': 3, '01101111': 3, '00010111': 5, '00010011': 4, '11010010': 6, '01111010': 3, '01110001': 6, '11111110': 4, '10011000': 5, '10011110': 3, '11011100': 7, '01111001': 6, '01001111': 4, '10000101': 7, '01011101': 3, '11000011': 4, '01001110': 4, '10111010': 5, '10100110': 6, '11010000': 4, '11001001': 5, '11001011': 9, '01100111': 6, '11101111': 4, '01011001': 5, '10111100': 7, '01011010': 3, '00100011': 4, '10011111': 5, '10010111': 2, '10011100': 6, '00001111': 3, '01100101': 4, '11101110': 3, '10111101': 4, '00111010': 4, '00111100': 4, '11100011': 4, '01111000': 3, '00011100': 3, '10110001': 4, '00100000': 7, '10111000': 3, '10011010': 4, '01011011': 7, '11000100': 3, '11111111': 3, '11010101': 4, '10101000': 8, '11100010': 3, '01010011': 5, '01001011': 2, '00101001': 8, '11011010': 4, '01111100': 4, '01001010': 3, '11010001': 6, '01101101': 7, '00010100': 5, '11100000': 2, '11001010': 8, '00000110': 3, '00010001': 4, '00110100': 2, '10100001': 6, '01010101': 6, '10110100': 5, '01010110': 6, '01100110': 2, '10000100': 3, '10101011': 3, '10000000': 4, '00110000': 4, '10001101': 4, '00111011': 5, '01101110': 4, '00110111': 6, '10011001': 3, '11111101': 4, '01100001': 4, '01111011': 4, '01110011': 7, '01001001': 4, '10100100': 9, '10000010': 3, '00110011': 5, '00000000': 2, '01000101': 5, '00101101': 6, '11100110': 4, '11001100': 3, '01101000': 1, '10101100': 2, '11110111': 6, '10010010': 8, '00011010': 6, '11101001': 3, '01110100': 7, '00110001': 7, '00111101': 6, '11100001': 3, '00110101': 7, '00101100': 6, '00101000': 2, '11110011': 2, '01100100': 5, '00100001': 1, '00110010': 6, '11011000': 5, '11000110': 4, '11101000': 5, '11011101': 2, '01101001': 5, '10100000': 3, '11101100': 5, '10111001': 3, '01001000': 2, '00101110': 6, '00111111': 2, '01011100': 3, '00100111': 8, '10001100': 2, '10110000': 2, '00010010': 3, '00001110': 4, '10010110': 6, '11111001': 3, '00101011': 2, '11101011': 6, '11000111': 2, '11110001': 5, '11111011': 2, '00011011': 8, '11010100': 2, '01110110': 6, '11111000': 4, '00000111': 3, '11110100': 2, '10101001': 3, '00101010': 3, '00111110': 2, '10011101': 4, '00001101': 8, '11010110': 2, '10010101': 4, '11011011': 2, '00001000': 2, '10001111': 6, '10001010': 5, '00011101': 6, '00000101': 2, '11010111': 3, '10010001': 2, '11001110': 3, '11011110': 3, '10111011': 1, '10110010': 3, '10010100': 6, '10100010': 3, '00011110': 1, '01000010': 6, '01111111': 4, '10101101': 3, '11110000': 3, '01001101': 3, '00010101': 3, '01011110': 1, '01000111': 2, '01010000': 2, '10010000': 2, '11100100': 4, '10110111': 3, '10110110': 3, '11001000': 2, '10100111': 3, '01110111': 5, '01010111': 1, '00101111': 4, '10101110': 1, '00111001': 2, '10100101': 5, '11000010': 3, '10110101': 2, '01101011': 2, '00000010': 1, '00111000': 2, '01010100': 4, '01100000': 2, '10001000': 1, '10001011': 3, '01011000': 2, '10000001': 2, '01000011': 3, '11101010': 1, '01000000': 1, '01010001': 4, '11111010': 3, '00001010': 3, '11111100': 3, '00100101': 2, '00001001': 3, '11110101': 2, '00001100': 3, '11110110': 1, '11001111': 2, '11100101': 3, '10000011': 2, '00000001': 1, '01000100': 3, '01110000': 1, '00010110': 1, '11011001': 1}"
qpe_8,1024,'00000010x',"{'11000001': 4, '10100110': 12, '11000000': 2, '00100110': 6, '11101000': 3, '00011001': 5, '10010110': 12, '01011111': 7, '01000111': 7, '01100110': 12, '00000011': 3, '10000111': 13, '10101111': 2, '11010011': 10, '11110011': 6, '01110110': 15, '00001011': 7, '00010010': 3, '10111111': 8, '00100111': 7, '01101110': 10, '00011010': 9, '01110011': 11, '11000111': 7, '00011111': 6, '01010011': 8, '11001110': 6, '11101110': 9, '01101011': 11, '01001011': 4, '00000110': 6, '10110101': 2, '01110111': 10, '10001010': 11, '01111110': 10, '00110111': 8, '10011011': 10, '01100011': 5, '10101011': 5, '01101111': 6, '00011000': 5, '00010110': 12, '11010010': 7, '01111010': 8, '11111111': 6, '10011001': 5, '10011111': 7, '11011011': 9, '01001111': 5, '10000110': 10, '01011101': 1, '11000011': 3, '01001110': 7, '10110000': 5, '10111010': 6, '10100111': 10, '11010000': 4, '11001010': 12, '10101000': 4, '11001011': 12, '01100111': 8, '11110001': 1, '01011000': 2, '01001100': 2, '10111110': 8, '01011010': 8, '10011000': 2, '10011110': 8, '00001111': 7, '01011110': 8, '10111011': 6, '10011101': 3, '11101111': 8, '00111011': 9, '11100110': 9, '01111001': 3, '00011110': 8, '10110010': 4, '00100010': 6, '10111001': 2, '11000110': 5, '11010110': 6, '11000100': 1, '10101010': 10, '11100011': 3, '00101010': 7, '11011010': 4, '01111100': 1, '01001010': 7, '11011111': 2, '00000111': 6, '00010011': 4, '00110110': 9, '10100010': 5, '01010110': 11, '10110110': 8, '01010111': 6, '00101011': 6, '01011011': 7, '10101101': 2, '10000000': 4, '00110000': 6, '01011001': 2, '10001110': 6, '00111000': 6, '10011010': 4, '11111110': 6, '11100111': 7, '01100010': 4, '01111011': 7, '00010000': 1, '10000010': 3, '00110011': 10, '00000000': 2, '01000110': 9, '00101111': 8, '01101010': 6, '10101110': 5, '11111000': 6, '10100011': 6, '00101110': 9, '11101010': 8, '00110010': 5, '00111110': 9, '11100010': 3, '11110110': 5, '00100011': 3, '11011000': 5, '11011110': 5, '01001001': 2, '00111111': 2, '00101001': 6, '10110001': 2, '10010111': 10, '11111010': 3, '00101100': 1, '11101011': 4, '00101000': 6, '10111000': 2, '11111011': 6, '00011011': 9, '11111001': 4, '01111000': 6, '00001110': 9, '11010111': 5, '00001010': 4, '10001111': 6, '11110010': 5, '10001011': 7, '01101000': 4, '10010011': 7, '10010010': 3, '10110011': 3, '01110001': 1, '01011100': 1, '01000010': 5, '01111111': 7, '11001101': 2, '00010111': 4, '01010000': 1, '01000011': 3, '11000010': 5, '10110111': 7, '00110001': 1, '11001000': 1, '10101001': 3, '00011100': 2, '00111010': 4, '11001111': 3, '01101101': 2, '00000010': 1, '00111001': 1, '01010100': 1, '01010010': 3, '00100001': 2, '10001001': 1, '00001000': 1, '10000001': 2, '01110000': 1, '01000000': 1, '01010001': 2, '00101101': 2, '11111101': 1, '11110111': 3, '00001100': 1, '11010001': 1, '11101100': 1, '00001101': 1, '10000011': 2, '11101001': 1, '00000001': 1, '11001100': 1, '11101101': 2, '11001001': 1, '00111101': 1, '01110010': 1, '10111100': 1, '11011001': 1}"
qpe_8,1024,'00000011x',"{'11000000': 35, '10100000': 38, '00100000': 31, '11100011': 6, '00010001': 22, '10010000': 23, '01011000': 16, '01000000': 31, '01011001': 13, '00000011': 3, '10000101': 13, '10100110': 1, '11000001': 52, '11101111': 3, '01110000': 27, '00001001': 17, '00010000': 20, '10111110': 2, '01101000': 15, '00011101': 6, '10111001': 14, '01000001': 36, '00001000': 10, '11101000': 17, '01100101': 12, '00000100': 6, '10101101': 8, '10001000': 19, '01111011': 2, '00110011': 5, '10010111': 6, '01111100': 9, '10100001': 25, '01101001': 8, '01110001': 19, '01101111': 5, '11111101': 6, '10010001': 20, '10011100': 6, '11010100': 8, '10000100': 10, '01010101': 3, '10100111': 5, '10111000': 9, '01100011': 4, '11101001': 10, '01001101': 4, '01010010': 5, '10011101': 5, '10011011': 7, '00001110': 2, '01011111': 1, '00111000': 12, '11011001': 8, '00011011': 4, '10101011': 3, '10110101': 7, '10010110': 3, '01010011': 5, '11000111': 2, '00100001': 37, '11010010': 2, '01111010': 5, '11011000': 5, '11010011': 3, '00000101': 6, '00110010': 5, '01101110': 2, '01000111': 2, '01001011': 3, '01010100': 6, '10000000': 4, '01100010': 4, '00100111': 6, '10001001': 6, '00110100': 8, '11111100': 5, '01110111': 1, '10000010': 3, '00101100': 11, '00000000': 2, '11100010': 2, '01100100': 6, '11110001': 13, '11100100': 7, '00111001': 10, '11110000': 9, '01011110': 5, '01001010': 6, '11001101': 5, '11010101': 5, '00111111': 2, '10101010': 2, '00010110': 4, '11101110': 4, '11110111': 2, '11000110': 2, '00011010': 7, '11001011': 2, '10001110': 4, '11001010': 2, '11001100': 4, '10101100': 4, '00011100': 4, '10110010': 3, '01111101': 6, '11011110': 2, '01110110': 2, '10001111': 2, '10110100': 4, '00101010': 2, '10110011': 2, '00010111': 1, '10011010': 1, '01001100': 3, '00101011': 3, '00101101': 4, '00000010': 1, '00110101': 3, '00001111': 1, '10000001': 2, '11100101': 3, '01000110': 3, '11110110': 3, '11111011': 2, '11011111': 4, '00100110': 1, '10000011': 2, '00000001': 1, '11111010': 1, '10111111': 1}"
qpe_8,1024,'00000100x',"{'11000001': 4, '10100111': 3, '11000000': 4, '00100110': 3, '11101000': 11, '00011001': 13, '10011000': 18, '01011011': 10, '01000110': 6, '01100101': 6, '00000011': 3, '10000110': 7, '10101011': 10, '10100110': 3, '11010011': 2, '11111000': 8, '01111000': 21, '00001001': 7, '00010100': 3, '10111011': 13, '00101000': 12, '01101010': 12, '00011010': 20, '10000111': 6, '11000110': 3, '00011011': 14, '01010000': 2, '11001010': 10, '11101010': 13, '01101001': 13, '01001001': 9, '00000100': 4, '10110110': 3, '01111001': 17, '10001000': 11, '01111011': 17, '00111000': 12, '10011010': 13, '01100001': 1, '10101010': 8, '01101011': 10, '00011000': 13, '11001011': 13, '01111010': 16, '01110111': 5, '11111011': 13, '10011001': 16, '10011011': 18, '11011010': 12, '11010000': 2, '01001010': 11, '10000101': 7, '01011010': 12, '11000011': 4, '10111010': 13, '10101000': 20, '11001000': 9, '11001001': 20, '01101000': 8, '11110011': 1, '01011000': 8, '01011001': 15, '00100111': 2, '00001011': 7, '01100111': 4, '11101011': 10, '00111010': 13, '11100101': 4, '10110100': 4, '00100001': 4, '10111001': 9, '11000100': 3, '11010101': 1, '10101001': 14, '11011011': 6, '00010101': 1, '01010001': 4, '00101001': 18, '11011001': 7, '00000110': 3, '00010111': 2, '10100100': 4, '01110110': 2, '01010110': 5, '10111000': 10, '10000100': 3, '10000000': 4, '00110000': 3, '10001010': 6, '00111001': 10, '10000010': 3, '00110110': 8, '00000000': 2, '01000101': 4, '00101011': 16, '11111001': 12, '11101001': 7, '00110100': 5, '00111011': 10, '00101010': 11, '01100110': 5, '00100101': 3, '00100011': 1, '11011000': 8, '01010010': 2, '11000111': 3, '10100101': 3, '10100010': 3, '01001000': 7, '10110010': 1, '11111010': 9, '11110110': 4, '11010100': 4, '10110111': 3, '00000111': 3, '01001011': 8, '00001010': 11, '11010111': 3, '00001000': 5, '10001011': 6, '10001001': 8, '11010110': 2, '00000101': 2, '10010110': 2, '00010110': 2, '11110111': 2, '10110101': 2, '01110100': 1, '01000010': 6, '01100010': 1, '00110101': 3, '11110100': 1, '01100000': 1, '01100100': 3, '10010100': 1, '11100110': 4, '10010111': 2, '11010001': 3, '11100001': 1, '00110111': 2, '11000010': 3, '00000010': 1, '11110101': 2, '11010010': 1, '01000111': 1, '11100100': 2, '01010100': 3, '00100010': 1, '00100000': 2, '10000001': 2, '01000011': 4, '01110000': 1, '01000000': 1, '01010111': 4, '01010101': 1, '10100011': 1, '11100111': 2, '10010101': 1, '11000101': 1, '10000011': 2, '00110010': 1, '00000001': 1, '01000100': 1, '10110000': 1, '01110101': 1}"
qpe_8,1024,'00000101x',"{'11000000': 25, '10100000': 27, '00100000': 19, '11011010': 6, '00010010': 14, '10010000': 13, '01001110': 9, '01000000': 23, '01011000': 10, '00000011': 3, '10000110': 7, '10100010': 16, '11000010': 31, '11101011': 5, '01101011': 12, '00001001': 7, '00010000': 14, '10111011': 5, '00100001': 29, '01101000': 12, '10000111': 6, '00011110': 2, '01000010': 32, '11000001': 37, '11101000': 8, '10111010': 8, '01100101': 9, '01000001': 23, '00000100': 4, '10100011': 19, '01110000': 15, '10001000': 11, '01110011': 8, '00101110': 3, '10010011': 19, '01111100': 5, '01010110': 4, '01101001': 5, '01110010': 11, '01101010': 4, '11111101': 3, '10010010': 11, '10011101': 2, '10010001': 19, '11000011': 24, '10000101': 7, '01000011': 27, '10111000': 5, '10100001': 25, '01011010': 8, '11101001': 7, '10111001': 7, '10011111': 2, '00001011': 7, '01001100': 2, '01011001': 4, '00111000': 8, '00011111': 4, '00111001': 5, '11011000': 6, '00010011': 23, '10110101': 2, '11111110': 3, '11010110': 3, '00010001': 10, '11001111': 1, '00000110': 3, '00100011': 27, '10000100': 3, '10000000': 4, '10001010': 6, '00110100': 6, '11110011': 8, '01010101': 4, '10000010': 3, '00000000': 2, '00100010': 22, '11011001': 6, '01011011': 3, '11110001': 9, '11011011': 7, '01100110': 2, '00111010': 7, '11010101': 3, '00101100': 4, '00101101': 3, '11110000': 6, '01100111': 3, '11001100': 2, '11100111': 5, '10110110': 3, '00111011': 2, '11110010': 8, '11100110': 4, '11101010': 7, '10110100': 2, '01110001': 14, '00000111': 3, '00001010': 11, '11111111': 1, '10011110': 3, '00001000': 5, '11010100': 1, '10001011': 6, '10001001': 8, '00000101': 2, '11001101': 3, '01010111': 3, '00011100': 1, '01111111': 4, '01100100': 3, '11111100': 1, '10101111': 3, '01111101': 5, '10101101': 2, '10011100': 2, '00110111': 2, '10101100': 2, '00000010': 1, '00110101': 1, '11010111': 1, '01010100': 2, '00101111': 1, '10000001': 2, '11100100': 3, '10101110': 1, '00110110': 1, '10000011': 2, '10110111': 1, '01111110': 1, '00000001': 1, '01001111': 2}"
qpe_8,1024,'00000110x',"{'11000001': 5, '10100100': 11, '11000000': 4, '00100100': 6, '11101000': 7, '00011000': 9, '10010100': 12, '01011101': 12, '01000101': 7, '01100100': 12, '00000011': 3, '10000101': 13, '10101111': 1, '11010011': 4, '11110010': 2, '01110100': 14, '00001011': 1, '00010000': 4, '10111101': 9, '00100101': 6, '01101100': 9, '00011001': 5, '01110010': 5, '11000101': 7, '00011101': 5, '01010001': 5, '11001100': 7, '00001001': 7, '11101100': 10, '01101001': 9, '01001011': 2, '00000100': 6, '10110100': 10, '01110101': 11, '10001000': 7, '01111100': 4, '00110101': 9, '10011011': 5, '01111101': 11, '01100001': 4, '10101010': 2, '01101111': 1, '00010100': 10, '11010001': 6, '01111010': 3, '01110001': 6, '11111101': 7, '10011000': 7, '10011101': 7, '11011011': 7, '01111001': 8, '01001101': 7, '10000100': 10, '01011100': 4, '11000011': 3, '01001100': 6, '10110000': 7, '10111010': 4, '10100110': 1, '11010000': 9, '11001000': 4, '10101000': 10, '11001001': 14, '01100101': 8, '11110000': 4, '01011000': 4, '10111100': 8, '01011001': 8, '10011111': 2, '10011100': 9, '00001101': 8, '10111011': 4, '11101101': 6, '00111010': 3, '00011110': 1, '00111011': 6, '11100100': 9, '00011100': 9, '10110001': 4, '00100000': 8, '10111000': 4, '10011010': 5, '11000100': 6, '11010100': 6, '10101001': 9, '11100001': 3, '01010010': 4, '01001001': 7, '01101010': 6, '00101001': 12, '11011001': 4, '01101101': 8, '11011101': 2, '00000101': 6, '00010001': 4, '00110100': 8, '10100001': 6, '01010100': 12, '01010101': 6, '00010101': 6, '01011010': 4, '10101100': 4, '10000000': 4, '00110000': 7, '10001101': 5, '00111000': 7, '10011001': 4, '11111100': 5, '11100101': 7, '01100000': 4, '01111011': 5, '10000010': 3, '00110011': 6, '00000000': 2, '01000100': 9, '00101101': 9, '11001011': 3, '01101000': 5, '11111000': 8, '00011010': 8, '11101001': 6, '00110001': 6, '00111100': 8, '11100000': 3, '00101100': 9, '11110100': 5, '00100001': 2, '11011000': 6, '11101111': 2, '10100101': 10, '11011100': 4, '10100000': 3, '10111001': 4, '01001000': 3, '00111101': 3, '01011011': 3, '00101000': 12, '10001100': 5, '10010101': 9, '11111001': 5, '11101011': 3, '11110001': 5, '10001001': 12, '00100110': 1, '11111010': 4, '01111000': 8, '00001100': 9, '00011011': 6, '11111111': 1, '11010101': 5, '11011010': 2, '00001000': 3, '11001010': 5, '00101110': 2, '11011110': 1, '10010001': 7, '11001101': 4, '10110011': 2, '01110000': 3, '01000010': 6, '10010110': 1, '01111111': 2, '10101101': 4, '00110010': 3, '01010000': 5, '11110011': 1, '10010000': 2, '10001110': 1, '11010010': 3, '10110101': 7, '00111001': 4, '01001110': 1, '11000010': 2, '11001110': 1, '01111110': 1, '00000010': 1, '11111011': 2, '00001111': 1, '01011110': 1, '10000001': 2, '01000011': 2, '10001111': 1, '01000000': 1, '01100010': 1, '10010010': 1, '00111111': 1, '11110101': 3, '10100010': 1, '11101110': 2, '01001010': 1, '10000011': 2, '10101011': 1, '00000001': 1, '00011111': 1, '00101011': 1, '10100011': 1, '00100011': 1, '01101011': 1, '10110010': 1, '00001010': 1}"
qpe_8,1024,'00000111x',"{'11000010': 35, '10100010': 38, '00100010': 31, '11100001': 6, '00010011': 22, '10010010': 23, '01011010': 16, '01000010': 31, '01011011': 13, '00000011': 3, '10000111': 13, '10100100': 1, '11000011': 52, '11101101': 3, '01110010': 27, '00001011': 17, '00010010': 20, '10111100': 2, '01101010': 15, '00011111': 6, '10111011': 14, '01000011': 36, '00001010': 10, '11101010': 17, '01100111': 12, '00000110': 6, '10101111': 8, '10001010': 19, '01111001': 2, '00110001': 5, '10010101': 6, '01111110': 9, '10100011': 25, '01101011': 8, '01110011': 19, '01101101': 5, '11111111': 6, '10010011': 20, '10011110': 6, '11010110': 8, '10000110': 10, '01010111': 3, '10100101': 5, '10111010': 9, '01100001': 4, '11101011': 10, '01001111': 4, '01010000': 5, '10011111': 5, '10011001': 7, '00001100': 2, '01011101': 1, '00111010': 12, '11011011': 8, '00011001': 4, '10101001': 3, '10110111': 7, '10010100': 3, '01010001': 5, '11000101': 2, '00100011': 37, '11010000': 2, '01111000': 5, '11011010': 5, '11010001': 3, '00000111': 6, '00110000': 5, '01101100': 2, '01000101': 2, '01001001': 3, '01010110': 6, '10000000': 4, '01100000': 4, '00100101': 6, '10001011': 6, '00110110': 8, '11111110': 5, '01110101': 1, '10000010': 3, '00101110': 11, '00000000': 2, '11100000': 2, '01100110': 6, '11110011': 13, '11100110': 7, '00111011': 10, '11110010': 9, '01011100': 5, '01001000': 6, '11001111': 5, '11010111': 5, '00111101': 2, '10101000': 2, '00010100': 4, '11101100': 4, '11110101': 2, '11000100': 2, '00011000': 7, '11001001': 2, '10001100': 4, '11001000': 2, '11001110': 4, '10101110': 4, '00011110': 4, '10110000': 3, '01111111': 6, '11011100': 2, '01110100': 2, '10001101': 2, '10110110': 4, '00101000': 2, '10110001': 2, '00010101': 1, '10011000': 1, '01001110': 3, '00101001': 3, '00101111': 4, '00000010': 1, '00110111': 3, '00001101': 1, '10000001': 2, '11100111': 3, '01000100': 3, '11110100': 3, '11111001': 2, '11011101': 4, '00100100': 1, '10000011': 2, '00000001': 1, '11111000': 1, '10111101': 1}"
qpe_8,1024,'00001000x',"{'11000001': 4, '10101000': 8, '11000000': 4, '00101000': 6, '11101001': 8, '00011100': 9, '10011001': 12, '01011101': 6, '01000110': 4, '01011111': 8, '00000011': 3, '10000110': 7, '10101111': 7, '11001111': 7, '11111001': 6, '01111001': 14, '00001011': 4, '00011000': 8, '10111111': 8, '00101010': 12, '01101110': 9, '00101001': 3, '10000111': 6, '11000101': 3, '00011111': 7, '01001110': 9, '11001011': 8, '11101110': 8, '01101100': 11, '01001010': 4, '00000100': 4, '10111000': 7, '01111010': 12, '10001001': 10, '01111110': 7, '00111010': 6, '10011101': 11, '01111111': 13, '01011110': 8, '10101100': 6, '01110010': 1, '00011011': 6, '00011001': 7, '11001110': 9, '01111101': 7, '01111000': 5, '11111111': 8, '10011100': 8, '10011111': 8, '11011011': 7, '01111100': 11, '01001100': 6, '10000101': 7, '01011011': 5, '11000011': 4, '01001011': 6, '10111100': 6, '10101010': 9, '11001101': 9, '11001000': 6, '11001001': 13, '01101001': 6, '11111000': 8, '01011001': 8, '10111110': 8, '10011011': 8, '10011110': 10, '00001111': 3, '01011100': 9, '10111101': 6, '01101000': 4, '11101111': 4, '00111101': 8, '11011111': 6, '00011110': 9, '10110100': 3, '00100001': 4, '10111011': 5, '01011010': 7, '11000100': 3, '10101011': 10, '11011110': 6, '01001001': 7, '00101011': 8, '11011001': 3, '00011010': 8, '11011101': 2, '11011010': 5, '00000110': 3, '00111001': 8, '10100100': 1, '01001111': 6, '10111001': 6, '01010101': 1, '00101100': 9, '10000100': 3, '10101101': 3, '10000000': 4, '00110000': 3, '10001101': 4, '01101111': 5, '00111011': 6, '11111110': 6, '10101001': 12, '10000010': 3, '00111000': 10, '00000000': 2, '01000101': 6, '00101110': 9, '11001010': 8, '01101010': 3, '10101110': 5, '11111011': 8, '10100110': 3, '00011101': 14, '11101011': 5, '00110101': 3, '00111110': 10, '00101101': 8, '01100100': 1, '00100111': 2, '00100011': 1, '01010010': 2, '11011000': 5, '01101101': 3, '11110010': 2, '11000110': 4, '11101010': 4, '11011100': 5, '01101011': 5, '10100010': 3, '11101101': 5, '01001000': 4, '00101111': 8, '00111111': 2, '10001100': 2, '10110010': 1, '00001110': 4, '11111100': 6, '11101100': 4, '11000111': 2, '11111101': 6, '01111011': 11, '00000111': 3, '11111010': 4, '00001101': 8, '11010100': 2, '10011010': 10, '00001000': 2, '10001111': 6, '10001010': 5, '11010001': 1, '00000101': 2, '11010111': 2, '10011000': 4, '01010110': 1, '01100111': 1, '01010000': 1, '01000010': 6, '00111100': 5, '10100101': 1, '00110110': 3, '01000111': 2, '01001101': 5, '11100001': 1, '10111010': 6, '11010010': 1, '01011000': 3, '11000010': 3, '11001100': 3, '01100101': 1, '00000010': 1, '00100010': 1, '00100000': 2, '10001000': 1, '10001011': 3, '01010001': 1, '10000001': 2, '01000011': 3, '01110111': 1, '01000000': 1, '01010011': 2, '00001010': 3, '00001001': 3, '00001100': 3, '01010111': 1, '10100011': 1, '11101000': 4, '01100110': 2, '11110000': 1, '10000011': 2, '00110011': 1, '00000001': 1, '01000100': 3, '10110000': 1, '00110111': 1, '00110100': 1, '11010000': 1, '10110101': 1, '01010100': 1, '10110111': 1}"
